sector,actividad,antiguedad,rfc,calle,colonia,exterior,departamento,municipio,estado,cp,pais,nombre,numero_cliente
INDUSTRIA,INDUSTRIAS BASICAS,2000-10-12,TTM950823HT1,VALLADOLID,ROMA NORTE,19,,CUAUHTEMOC,DF,6700,MEX,"TELEFORMA TV MOUNTS INTERNATIONAL, S.A. DE C.V.",3BPFN8PF
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2014-08-27,CAP080627JQA,PROL GRAL JUAN ALDAMA,APASEO EL GRANDE CENTRO,431,,APASEO EL GRANDE,GU,38160,MEX,COMBUSTIBLES APASEO SA DE CV,XDB60F8B
COMERCIO,OTROS COMERCIANTES,2002-03-04,SCO0202041T2,BLVD TOLUCA,SAN FRANCISCO CUAUTLALPAN,22-A,LOC 18-C,NAUCALPAN DE JUAREZ,EM,53569,MEX,"SCOOZI, S.A. DE C.V.",NB8PN6I0
INMOBILIARIO,NO VIVIENDA,2000-07-20,TGE841107VBA,ADOLFO PRIETO,DEL VALLE CENTRO,1238,,BENITO JUAREZ,DF,3100,MEX,"TGC GEOTECNIA,SA DE CV",D8N3N86I
COMERCIO,INSUMOS PARA LA INDUSTRIA,1995-01-05,PMA9412172G4,AV CECILIA ZADI SUR,MIGUEL HIDALGO,49,,CULIACAN,SI,80090,MEX,PINTURAS Y MATERIALE S AISPURO SA DE CV,0B88DDFI
COMERCIO,INSUMOS PARA LA INDUSTRIA,1999-01-22,SIG980225D22,BLANCAS MARIPOSAS,FRACC REAL DEL ANGEL,MZA 2,LOTE 4,CENTRO,TA,86150,MEX,SERVICIOS DE INGENIE RIA DEL GOLFO SA DE CV,3BNPDD0P
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-04-14,MME910912MH3,PROLONGACION 11 SUR,PUEBLA TEXTIL,5538,,PUEBLA,PU,72470,MEX,MULTIACABADOS DE MEX ICO S.A. DE C.V.,306DIIBD
SERVICIOS,SERVICIOS PROFESIONALES,2012-03-20,PDG120221AY7,HERSCHEL,ANZURES,166,,MIGUEL HIDALGO,DF,11590,MEX,PLAYERS AND DRIVERS GROUP SA DE CV,4B3NNIN8
COMERCIO,INSUMOS PARA LA INDUSTRIA,1991-05-11,AVA850927644,RAMONA CORONA,AMECA CENTRO,1,,AMECA,JA,46600,MEX,AGRICOLA Y VETERINAR IA DE AMECA SA DE CV,3608FINF
TRANSPORTE,TRANSPORTE,2012-09-28,TRA120927FAA,PROL BENITO JUAREZ,SAN MIGUEL XOXTLA,88,,SAN MIGUEL XOXTLA,PU,72620,MEX,TRANSVEYRON SA DE CV,4I800F3N
INDUSTRIA,MAQUIRIA Y EQUIPO,1997-10-10,CMA970818433,PONIENTE 4 MANZANA 8 LOTE,CIUDAD INDUSTRIAL,7,,CELAYA,GU,38010,MEX,CORPORACION MANUFACT URERA AUTOMOTRIZ SA DE CV,NIB0B08D
AGROINDUSTRIA,AGROINDUSTRIA,2011-05-02,ANG1102098M8,CARRETERA A SALTILLO,CENTRO,407,,MORELOS,ZA,98100,MEX,AGRICOLA NUEVA GENER ACION SPR DE RL DE C V,FFBIBPBD
SERVICIOS,SERVICIOS DE ESPARCIMIENTO,2004-03-05,PHT040128H32,FILIBERTO GOMEZ,SAN NICOLAS TLAXCOLP,179,,TLALNEPANTLA DE BAZ,EM,54030,MEX,REGENERSIS MEXICO SA DE CV,83D8003I
COMERCIO,ROPA REGALOS Y CALZADO,2000-04-06,OPH000211IJ3,SONORA,RICARDO FLORES MAGON,223 A,,CUERNAVACA,MO,62370,MEX,OPERADORA PEREZ HERR ERA SA DE CV,P8D6F06B
INMOBILIARIO,HOTELES,2015-12-15,GAS120629B83,MARIANO MATAMOROS,CABO SAN LUCAS CENTR,3738,,LOS CABOS,BS,23450,MEX,GASTOWN S DE RL DE C V,X833DINF
INMOBILIARIO,ALQUILER DE INMUEBLES,2007-07-19,IVE050208SB4,CARRETERA REYNOSA,29 DE JULIO,2301,,GUADALUPE,NL,67196,MEX,INMOBILIARIA LA VENT OLERA SA DE CV,6B6NI866
SERVICIOS,SERVICIOS PROFESIONALES,2002-04-24,SIN990602HZ7,AVENIDA SONORA,CHAPULTEPEC,3809,2,TIJUANA,BN,22420,MEX,SERVICIOS INTEGRALES DE NOMINA SA DE CV,N833P68F
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1998-07-27,TTQ7111097M2,BENITO JUAREZ,CIUDAD GUADALUPE CEN,510,,GUADALUPE,NL,67100,MEX,TERMO TECNICA QUIN S A DE CV,33F3PINF
INDUSTRIA,TEXTIL,2007-08-08,IIM040714VC1,SAN ANGEL,CHURUBUSCO,401,,MONTERREY,NL,64590,MEX,INNOVA IMAGEN SA DE CV,683BB88I
TRANSPORTE,COMUNICACIONES,2008-07-18,SCM041005KU2,VENUSTIANO CARRANZA,TEQUISQUIAPAN,1440,A,SAN LUIS POTOSI,SL,78250,MEX,SERVICIO DE COMUNICA CION MOVIL S DE RL D E CV,PNP06BD6
TRANSPORTE,TRANSPORTE,1997-10-22,TDT970623NX1,LIBRAMIENTO NORTE,TLACATECO,30,,TEPOTZOTLAN,EM,54605,MEX,"TSM DIVISION TRUCKIN G,SA DE CV",D3BDNBNF
TRANSPORTE,TRANSPORTE,2000-02-01,AGS9303083F4,EDIF. ANTI. CENTRAL CAMIONERA,SAN CARLOS,MEZZ-OFI,2,GUADALAJARA,JA,44460,MEX,AUTOTRANSPORTES GUAD ALAJARA EL SALTO PUE NTE GRANDE STA FE SA,3NB6PB6D
SERVICIOS,SERVICIOS PROFESIONALES,2004-03-15,CFI970919L19,IRAPUATO,CLAVERIA,99,0,AZCAPOTZALCO,DF,2080,MEX,CAFI ASESORES EN COB RANZA SC,83NIPNN3
SERVICIOS,SERVICIOS PROFESIONALES,2009-05-12,CCA090415QUI,BLV ADOLFO RUIZ CORTINES ANILLO PERIFERICO SUR,JARDINES EN LA MONTA�A,4293,PSO 4,TLALPAN,DF,14210,MEX,CEC CONTROLS AUTOMAT IZACION S DE R L DE CV,F0II6IF6
SERVICIOS,SERVICIOS PROFESIONALES,2010-07-22,AOR050315AB7,LEIBNITZ,ANZURES,117,,MIGUEL HIDALGO,DF,11590,MEX,AD ORBITUM SA DE CV,F8FPB6N6
SERVICIOS,OTROS SERVICIOS,2001-11-16,CFC970314T44,8A PONIENTE NORTE,CENTRO,118B,,TUXTLA GUTIERREZ,CS,29000,MEX,COMERCIALIZADORA FOT OGRAFICA DE  CHIAPAS SA DE CV,NNNF08B0
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2006-10-17,GSE0407092Y2,KM 32 MAS 200 CARR FED TIHUATLAN ALAMO,UNIDAD Y TRABAJO,SN,,ALAMO TEMAPACHE,VE,92730,MEX,GASOLINERA SERVIMAG SA DE CV,IPFNP30P
INMOBILIARIO,NO VIVIENDA,2015-07-17,QTA071101SY9,CARR A MTY KM188,EJDOS CARR MTY,SN,,REYNOSA,TM,88654,MEX,QUINTANILLA TELLEZ A RQUITECTOS SA DE CV,XBD63NIP
TRANSPORTE,TRANSPORTE,2013-11-20,FAR9912079W9,AV PEDREGAL,PARQUE INDUSTRIAL COLONIAL,100 A,,REYNOSA,TM,88787,MEX,FLETES Y ACARREOS DE REYNOSA SA DE CV,X06P0F3F
COMERCIO,INSUMOS PARA LA INDUSTRIA,2000-09-27,I�I000616FT9,ENCARNACION ROSAS,CENTRO,39,,AUTLAN DE NAVARRO,JA,48900,MEX,I�IGUEZ SA DE CV,BFI60B03
SERVICIOS,SERVICIOS PROFESIONALES,2014-07-09,GAL110609KV4,PERIFERICO DE LA JUVENTUD,LAS MISIONES,4101,49,CHIHUAHUA,CH,31115,MEX,SERVICIOS JOBS DEL N ORTE SA DE CV,XD3F63I3
SERVICIOS,OTROS SERVICIOS,2005-05-09,AAR0205169D3,CHAPALITA,CHAPALITA,1284,,GUADALAJARA,JA,44500,MEX,"ASSET ARRENDADORA, S A DE CV",86I0N36P
COMERCIO,ROPA REGALOS Y CALZADO,1993-11-10,MCI931020FK1,BOLIVAR,CENTRO CIUDAD DE MEX,72,LOC A,CUAUHTEMOC,DF,6080,MEX,MUSIC CITY SA DE CV,3PDPDDBN
INDUSTRIA,PAPEL,1993-03-11,MSI930204NKA,SAN FERNANDO,LAS MISIONES,199,,IRAPUATO,GU,36567,MEX,"MULTI SIGNOS,SA DE C V",36II6P8P
AGROINDUSTRIA,AGROINDUSTRIA,2013-05-02,CPM1105161C9,CLL 7,AGRICOLA PANTITLAN,338,,IZTACALCO,DF,8100,MEX,CARNES PV DE MEXICO SA DE CV,4PPFP38F
COMERCIO,OTROS COMERCIANTES,2003-10-27,FMO030528KRA,AVENIDA SAN LORENZO,CHACHAPA,110,,AMOZOC,PU,72990,MEX,FERROSOS Y METALES D E ORIENTE S.A. DE C. V.,BFI86N83
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2007-04-02,CDM9811267S6,AV 16 DE JULIO,EL TREBOL,SN,,TEPOTZOTLAN,EM,54614,MEX,COMERCIAL DISTRIBUID ORA M A R SA DE CV,6D0PIPDB
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2009-07-31,PGU050301B52,CARRETERA MEXICO 15 KM 148,ZONA INDUSTRIAL,SN,256,GUASAVE,SI,81030,MEX,PETROSERVICIOS DE GU ASAVE SA DE CV,F36DI03B
COMERCIO,OTROS COMERCIANTES,2011-08-18,TVP021218829,CAMINO CA�ADA DEL LOBO,BELLAS LOMAS,189,,SAN LUIS POTOSI,SL,78210,MEX,TUBERIAS Y VALVULAS DEL POTOSI SA DE CV,43DBNF0F
SERVICIOS,SERVICIOS PROFESIONALES,2014-04-04,PME100107DF0,BOSQUE DE DURAZNOS,BOSQUE DE LAS LOMAS,65,302,MIGUEL HIDALGO,DF,11700,MEX,PORTOPRINT DE MEXICO S DE RL DE CV,X3I8INI3
SERVICIOS,SERVICIOS PROFESIONALES,2010-05-04,MEV100423TZ5,AV TABACHINES,TABACHINES,1561,,ZAPOPAN,JA,45188,MEX,MARS EVVIJ SA DE CV,FBFDF3FB
INDUSTRIA,QUIMICO,1965-01-01,PAR831208486,INSURGENTES SUR,NAPOLES,949,PISO 4,BENITO JUAREZ,DF,3810,MEX,"PARYBEL,SA DE CV",366DP0PN
COMERCIO,OTROS COMERCIANTES,2004-05-07,MAC980423CLA,VIALIDAD TOLUCA ATLACOMULCO,PARQUE INDUSTRIAL TO,2007,,TOLUCA,EM,50293,MEX,MANUFACTURAS ARRIAGA CARMONA Y SERVICIOS SA DE CV,8D0N8DF6
COMERCIO,ROPA REGALOS Y CALZADO,2007-07-06,CBM930615A20,MOCTEZUMA,ARAGON LA VILLA,123,,GUSTAVO A MADERO,DF,7000,MEX,COMERCIALIZADORA BRI SSA DE MEXICO SA DE CV,6BB8F3I6
AGROINDUSTRIA,AGROINDUSTRIA,2010-05-20,PAC0809309EA,MIGUEL HIDALGO,CENTRO,605,,GUASAVE,SI,81000,MEX,PRODUCTORA AGRICOLA CONSTITUCION  SA DE CV,F836PDNP
INMOBILIARIO,NO VIVIENDA,2003-03-31,GRO020219343,CEDRO,FRAMBOYANES,325,,CADEREYTA JIMENEZ,NL,67485,MEX,GLOBAL ROMORAKE SA D E CV,NFN0BP0I
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,1994-11-18,PBR900827HQ8,PORFIRIO DIAZ,ATIZAPAN CENTRO,6 A,,ATIZAPAN DE ZARAGOZA,EM,52900,MEX,"PLASTICOS BRIOLAR,SA DE CV",3668PBIP
INMOBILIARIO,NO VIVIENDA,2011-07-04,OCP020710Q2A,PASEO DE VALLE ESCONDIDO 28 MZ 15,CLUB DE GOLF VALLE E,LT 8,,ATIZAPAN DE ZARAGOZA,EM,52937,MEX,OLICER CONSTRUCCIONE S Y PAVIMENTACIONES SA DE CV,40I0063D
INMOBILIARIO,NO VIVIENDA,2002-07-02,UBA02052758A,NOGAL,ARBOLEDAS,426,,QUERETARO,QU,76140,MEX,URBANIZACION DEL BAJ IO SA DE CV,N8P838PI
INDUSTRIA,TEXTIL,2005-11-03,CUR000427P51,RESTAURADORES,CIUDAD IND,307,,LEON,GU,37490,MEX,CURTEC SA DE CV,I3NDII8D
AGROINDUSTRIA,AGROINDUSTRIA,2008-02-27,CHP020703BZ7,IGNACIO LOPEZ RAYON,BELLA VISTA,2520,,MONTERREY,NL,64410,MEX,COMERCIALIZADORA HOB BY PET SA DE CV,6F8BBNPP
AGROINDUSTRIA,AGROINDUSTRIA,1999-04-13,PCL970504K40,LUIS DONALDO COLOSIO,LOS ARCOS,282,,HERMOSILLO,SO,83250,MEX,PROCESO Y CORTES LAN CER S. A. DE C. V.,33D803DB
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2003-07-01,GGE030528IX3,AVENIDA AQUILES SERDAN,CENTRO,902,,TIERRA BLANCA,VE,95100,MEX,GRUPO GASOLINERO ESS A SA DE CV,BPD86FPN
,,2001-07-13,SII0105227M3,RESINA,GRANJAS MEXICO,291,INT5,IZTACALCO,DF,8400,MEX,SERVICIOS DE INTEGRA CION E INGENIERIA PA RA TELECOM SA DE CV,N3D0PFN6
COMERCIO,AUTOS Y REFACCIONES,2002-09-06,CSG0208218E9,BLV CONSTITUCION,JORGE ALMADA,862,PTE,CULIACAN,SI,80200,MEX,CASTIL SERVICIOS Y G ARANTIAS SA DE CV,NI8IFDN6
COMERCIO,OTROS COMERCIANTES,2005-11-03,CDI050920PM3,CLL CERRO DEL CRESTON,CAMPESTRE CHURUBUSCO,60,,COYOACAN,DF,4200,MEX,CROMA DIGITAL  SA DE CV,I3N3BD36
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2000-10-18,OFP931125MT5,MEXICO 68,DIEZ DE MAYO,1500,,CULIACAN,SI,80270,MEX,"OIL AND FILTERS DEL PACIFICO, S.A. DE C. V.",3N3FIFF3
INMOBILIARIO,NO VIVIENDA,2008-09-05,GAR920714SU3,AV JOSE MARTI,ESCANDON,53,,MIGUEL HIDALGO,DF,11800,MEX,GRUPO ARGO SA DE CV,P8NP66DP
COMERCIO,ROPA REGALOS Y CALZADO,2009-08-03,ASM0902257RO,BLVD LUIS DONALDO COLOSIO,JARDINES DE LA CONCE,310,DEP301,AGUASCALIENTES,AG,20120,MEX,ALMACENES Y SERVICIO S MEDICOS SA DE CV,F3680N68
COMERCIO,OTROS COMERCIANTES,2005-03-29,CTF031020149,AV RIO CONSULADO,LA JOYA,3422,0,GUSTAVO A MADERO,DF,7890,MEX,COFLI TUBE FITTINGS MEXICO  SA DE CV,8IFBPD3D
COMERCIO,OTROS COMERCIANTES,2005-09-08,CDI041006AL6,BLVD ANTONIO L RODRIGUEZ,SANTA MARIA,2100,P22 OF8,MONTERREY,NL,64650,MEX,CANADIA DISTRIBUIDOR ES SA DE CV,I0D8INPB
INDUSTRIA,QUIMICO,2006-05-25,QDI050204526,CARRETERA SAN MARTIN A SANTA MARIA PALAPA,SAN MARTIN DE LAS PIRAMIDES,LT 51,MZ 809,SAN MARTIN DE LAS PIRAMIDES,EM,55850,MEX,QUIMICA DIAMANTE SA DE CV,I8FN3PIB
INDUSTRIA,MAQUIRIA Y EQUIPO,1999-06-25,ACL900828J22,BAJA CALIFORNIA,MEXICO NUEVO,11,,ATIZAPAN DE ZARAGOZA,EM,52966,MEX,"ACONDICIONAMIENTO DE CLIMAS, S.A. DE C.V .",3DF83NI8
SERVICIOS,SERVICIOS PROFESIONALES,1998-04-02,JCA950110C53,INSURGENTES SUR,NAPOLES,619,PISO 10,BENITO JUAREZ,DF,3810,MEX,GRUPO KMC CAMPOS Y C AMPOS SC,D3PFFBBD
INDUSTRIA,TEXTIL,2002-03-13,TMA000906BJA,LUCAS ALAMAN,OBRERA,105,A,CUAUHTEMOC,DF,6800,MEX,TIENDAS DE MAYOREO S A DE CV,NBIF8DP8
SERVICIOS,SERVICIOS PROFESIONALES,2012-10-23,CCL090730I64,SAN BORJA,VERTIZ NARVARTE,1365,,BENITO JUAREZ,DF,3600,MEX,CHC COMPETENCIAS LAB ORALES SC,4I6PFD30
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2009-06-02,EPM090525DM5,PENON BLANCO,CAMPESTRE LA SILLA,175,,GUADALUPE,NL,67194,MEX,EFFICIENT PACK DE ME XICO SAPI DE CV,F0F6B3NB
TRANSPORTE,TRANSPORTE,2014-04-08,TAM000908NS2,CARRETERA ESTATAL MEXICO TEPOTZOTLAN KM 33,SAN MATEO IXTACALCO,SN,,CUAUTITLAN IZCALLI,EM,54713,MEX,TRACTOENLACES DE AME RICA SA DE CV,X3III8DP
COMERCIO,OTROS COMERCIANTES,2011-12-19,PRO040315GW0,BLV ANT CAM CONTRERAS,AMPL 20 DE NOVIEMBRE,724,,DURANGO,DU,34236,MEX,PROFEDUR SA DE CV,4DF8NFNI
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2002-06-11,MEO020306AR5,3RA CDA DE JUAREZ,SAN MATEO IXTACALCO,8,,CUAUTITLAN,EM,54840,MEX,"MANUFACTURAS ELECTRI CAS ORION, S.A. DE C .V.",N8IDN0B0
SERVICIOS,SERVICIOS PROFESIONALES,2011-05-18,CTP100507BK9,JOSE MARIA ECHAURI,LA PERLA,177,3,GUADALAJARA,JA,44360,MEX,COMERCIALIZADORA TEC NOLOGICA PISCIS S DE RL DE CV,FFIPBD3D
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2003-01-22,TPL981020EP2,AV FAJA DE ORO,OBRERA,1004,,SALAMANCA,GU,36750,MEX,TRACTOCOMBUSTIBLES P LAZA SA DE CV,NPD3I6DP
INDUSTRIA,QUIMICO,2005-06-09,LIQ050419FR1,ARGENTINA,DESARROLLO LAS TORRE,3916,,MONTERREY,NL,64760,MEX,LIQUIDTEK SA DE CV,8P3P03DF
COMERCIO,SUPER Y ABARROTES,2003-12-08,CMA990318KM8,ALDAMA,SAN PABLO,86,,IZTAPALAPA,DF,9000,MEX,CORPORATIVO MAGUEY S A C V,803F0P6N
COMERCIO,ROPA REGALOS Y CALZADO,2003-02-07,POR0211149D1,PALMAS,RINCON DE AGUA AZUL,50,,GUADALAJARA,JA,44467,MEX,PAPEL ORO SA DE CV,NPNF8IPN
SERVICIOS,SERVICIOS PROFESIONALES,1991-06-10,TDI860730D9A,AV DIV DEL NTE,EL ROSEDAL,2975,,COYOACAN,DF,4330,MEX,"TELEINFORMATICA DINA MICA,SA DE CV",36FNP6N8
SERVICIOS,OTROS SERVICIOS,1989-06-29,AAU8211163KA,ANIL,GRANJAS MEXICO,465,LOC 3,IZTACALCO,DF,8400,MEX,"ALMACENES AUDIOVISUA LES,SA DE CV",3606P0NN
SERVICIOS,SERVICIOS DE EDUCACION,1998-08-12,USM9105249N7,UNIVERSIDAD,TARIMBARO,500,,TARIMBARO,MI,58880,MEX,UNIVERSIDAD LA SALLE MORELIA AC,300FP036
TRANSPORTE,TRANSPORTE,1992-03-30,ASI910729L53,RIVA PALACIO,NUEVO LAREDO CENTRO,301,,NUEVO LAREDO,TM,88000,MEX,ABC SERVICIOS INTEGR ALES INTERNACIONALES SA DE CV,3608NDPB
COMERCIO,INSUMOS PARA LA INDUSTRIA,1994-12-06,CAS9009216K0,BLVD FELIX RAMIREZ RENTERIA,LAS CEIBAS,1490,A,LAGOS DE MORENO,JA,47440,MEX,"COMERCIAL AGRICOLA E L SOL,SA DE CV",38FN80FF
COMERCIO,OTROS COMERCIANTES,2009-01-20,TAR990201HQ8,PERIF NTE,LA ANGOSTURA,4015,,SAN LUIS POTOSI,SL,78412,MEX,TUBERIAS ACCESORIOS Y RECUBRIMIENTOS SA DE CV,PF0I3PFI
INMOBILIARIO,NO VIVIENDA,2004-06-02,CAC020520TQ1,MARIO MOLINA,CENTRO,465,B,VERACRUZ,VE,91700,MEX,CONSTRUCCIONES ALVAR EZ CASTRO SA DE CV,8DBBI0N3
COMERCIO,SUPER Y ABARROTES,2008-03-07,PCM0409027N3,PUERTO MADERO,ALFREDO V BONFIL,1101,,MAZATLAN,SI,82050,MEX,"PROCESADORA Y COMERC IALIZADORA DE MARISC OS TIRADO, SA DE CV",6FP3IB88
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1988-05-18,CSI880422L77,CARR FEDERAL MEX TOLUCA,COL PALO ALTO,1545,,CUAJIMALPA DE MORELOS,DF,5110,MEX,"CORPORACION SIXTAR,S A DE CV",36DBB8ND
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2007-11-16,CTP0710019B0,JAMAICA,DEL SUR,1893,,GUADALAJARA,JA,44920,MEX,CISTERNAS Y TINACOS DE PUEBLA SA DE CV,66DNN3NP
INDUSTRIA,MAQUIRIA Y EQUIPO,2006-02-28,APO030624G3A,AV PATRIOTISMO,SAN PEDRO DE LOS PINOS,229,P7 CAMPU,BENITO JUAREZ,DF,3800,MEX,ALFHER PORCEWOL SA D E CV,INFB3NBD
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2001-09-14,SPR981030MHA,CARR JIQ MZO KM 103 285,EL MESON DE LAS VALL,SN,,TAMAZULA DE GORDIANO,JA,49656,MEX,"SERVICIO EL PRADO, S .A. DE C.V.",NDNNI68F
SERVICIOS,SERVICIOS PROFESIONALES,2011-12-26,TPR110929V16,AV INSURGENTES SUR,GUADALUPE INN,1898 P14,O14 15,ALVARO OBREGON,DF,1020,MEX,TENEDORA PRAXIS SAPI DE CV,4N0NN33F
COMERCIO,OTROS COMERCIANTES,2011-02-28,PMF1006027M6,AV BONAMPAK MZA 1 SM 6,CANCUN CENTRO,LT 1,LA 00 01,BENITO JUAREZ,QR,77500,MEX,PEACE OF MIND FOR LA TIN AMERICA  SA DE C V,FPIFI00D
AGROINDUSTRIA,AGROINDUSTRIA,2004-12-30,LMA040804UK5,AV HEROES DE LA REFORMA,STA ANA AMATLAN,799,,BUENAVISTA,MI,60501,MEX,LIMON MEXICANO AMATL AN S.C. DE R.L.,88P03838
COMERCIO,INSUMOS PARA LA INDUSTRIA,2004-01-05,GCC030530I67,MORELOS PONIENTE,CENTRO,69,,CHIAUTEMPAN,TL,90800,MEX,GRUPO CONSTRUCTOR DE CHIAUTEMPAN SA DE C V,80BP368F
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-01-23,DIF020515868,INDUSTRIA METALURGICA,PARQUE INDUSTRIAL BELENES NTE,114,,ZAPOPAN,JA,45130,MEX,"DIFARVET, S.A. DE C. V.",NPDN3BI6
AGROINDUSTRIA,AGROINDUSTRIA,1993-07-23,CDB851002LT5,NORTE 70,COL BONDOJITO,6004,,GUSTAVO A MADERO,DF,7840,MEX,"CENTRO DULCERO EL BO FITO,SA DE CV",36D336IB
COMERCIO,INSUMOS PARA LA INDUSTRIA,1998-03-17,TVT980303R24,AV TAMAULIPAS,CONDESA,150,1301 B,CUAUHTEMOC,DF,6140,MEX,T V TIENDAS SA DE CV,33IBDFDP
INMOBILIARIO,NO VIVIENDA,1992-12-15,GCR790914JH0,MADERO,ZONA CENTRO,800,,MEXICALI,BN,21100,MEX,GRUPO CONSTRUCTOR RA M SA DE CV,3P360N0I
TRANSPORTE,TRANSPORTE,2013-11-28,LCR131002MI3,CIRC EL ROBLE,FRACC EL ROBLE,235,,DURANGO,DU,34193,MEX,LOGISTICA EN CARGA R EFRIGERADA SA DE CV,X0PB88P8
SERVICIOS,SERVICIOS PROFESIONALES,1996-01-08,DAN940112TW0,PERIF NVA ESPANA,FRACC MIRADOR DEL PUNHUATO,1412,,MORELIA,MI,58000,MEX,DISTRIBUIDORA ABARRO TERA NUEVA ESPANA SA DE CV,3FNDF0PD
SERVICIOS,SERVICIOS PROFESIONALES,2003-03-20,HGD010726SA6,LAGO WETTER,PENSIL SUR,149,B,MIGUEL HIDALGO,DF,11490,MEX,HEBERTO GUZMAN DESAR ROLLOS Y ASOCIADOS S .C.,NFD0NBF3
TRANSPORTE,TRANSPORTE,2007-04-24,FSM0704174Y2,URSULO GALVAN,BENITO JUAREZ,18,,RIO BLANCO,VE,94730,MEX,FUERZA 7 MULTI TRANS PORTES SA DE CV,6D8088FP
COMERCIO,INSUMOS PARA LA INDUSTRIA,2009-09-04,FER090319DW0,GRANADOS SUR,CENTRO,48,ALTOS,CULIACAN,SI,80000,MEX,FERFLUSA SA DE CV,FD3DIB86
INDUSTRIA,MAQUIRIA Y EQUIPO,1996-05-30,BME890322BQ3,CALLE 4,ZONA INDUSTRIAL,2368,,GUADALAJARA,JA,44940,MEX,"BOMBAS MEJORADA,SA D E CV",3F8D8B3P
SERVICIOS,SERVICIOS PROFESIONALES,1998-03-26,IFU970801KV0,ESCONDITE,TRES GUERRAS,100,,CELAYA,GU,38080,MEX,"INMOBILIARIA FUCASA, S.A. DE C.V.",33D3BPN6
INMOBILIARIO,NO VIVIENDA,2013-08-09,GVE101025BU3,AV CONSTITUYENTES,CONSTITUCION,1430,,PACHUCA DE SOTO,HI,42080,MEX,GRUPO VEMEN SA DE CV,4FPD03NF
AGROINDUSTRIA,AGROINDUSTRIA,2004-06-21,CET020828ND7,KM 15 CARRT LA TINAJA CD. ALEMAN,TIERRA BLANCA CENTRO,SN,,TIERRA BLANCA,VE,95100,MEX,CORRALES DE ENGORDA DE TIERRA BLANCA SA DE CV,8D688BN0
COMERCIO,INSUMOS PARA LA INDUSTRIA,2012-01-17,CCA0907171D1,PERIFERICO CARLOS PELLICER CAMARA,MIGUEL HIDALGO,697 B,,CENTRO,TA,86126,MEX,CORPORATIVO COMERCIA L Y ACEROS MEXICO SA DE CV,4NN3BBP6
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2010-05-13,GHU071204PYA,PROL ABASOLO OTE,STA ANITA,911,,HUAMANTLA,TL,90508,MEX,GAS DE HUAMANTLA SA DE CV,F806330P
COMERCIO,AUTOS Y REFACCIONES,2005-03-30,AGI981128RN0,LAZARO CARDENAS,RAFAEL LUCIO,860,,XALAPA,VE,91110,MEX,AUTOREFACCIONES GIL SA DE CV,8IFI8P00
COMERCIO,OTROS COMERCIANTES,1968-01-01,HME6712183L3,AV ZOQUIPAN,ATEMAJAC DEL VALLE,154,,ZAPOPAN,JA,45190,MEX,"HYCEL DE MEXICO,SA D E CV",36F3BPP6
COMERCIO,SUPER Y ABARROTES,2014-01-31,GMO081204J93,NAVIO,CONTRY TESORO,366,,MONTERREY,NL,64850,MEX,COMPA#IA GANADERA MO NTERREY SA DE CV,X3DIIIBI
COMERCIO,SUPER Y ABARROTES,1995-11-13,PAL720725ML3,CARRET MEXICO TEXCOCO,LOS REYES ACAQUILPAN,KM 23.5,,LA PAZ,EM,56400,MEX,PROCESADORA DE AVES LEON S A,3FDBIF36
COMERCIO,INSUMOS PARA LA INDUSTRIA,2012-04-17,EMS1012224S1,BLVD FRANCISCO I MADERO,MIGUEL HIDALGO,1649,,CULIACAN,SI,80090,MEX,ELECTRO MAYOREO DE S INALOA SA DE CV,4BBPF006
SERVICIOS,SERVICIOS PROFESIONALES,1995-10-05,VME950210761,C 13 Y 14 AVE 16,CENTRO,SN,,AGUA PRIETA,SO,84200,MEX,VELCRO DE MEXICO SA DE CV,3F3F0F0B
COMERCIO,ROPA REGALOS Y CALZADO,1995-08-14,MEM9404286M4,CALLE 60 BOD3,BUENAVISTA,251,,MERIDA,YU,97127,MEX,MULTI EMPAC SA DE CV,3DBBD808
INDUSTRIA,QUIMICO,2011-02-02,BMI1101127M8,AV FERROCARRIL NTE,LOTES URBANOS,400,,DELICIAS,CH,33038,MEX,BARTON MILER  SA DE CV,FPNF60ND
